order_id,customer_id,product,quantity,unit_price,order_date,region,status,total_amount
ORD00180,CUST0260,Laptop,4,1311.26,2025-01-12,West,Cancelled,5245.04
ORD01247,CUST0072,Tablet,1,692.94,2025-01-03,East,Pending,692.94
ORD00489,CUST0115,Headphones,2,702.4,2025-05-11,West,Cancelled,1404.8
ORD01126,CUST0040,Laptop,5,1248.29,2025-04-17,East,Pending,6241.45
ORD00432,CUST0161,Charger,1,182.69,2025-08-06,North,Pending,182.69
ORD00736,CUST0119,Webcam,4,872.27,2025-06-17,East,Cancelled,3489.08
ORD00309,CUST0213,Tablet,4,259.21,2025-05-25,East,Pending,1036.84
ORD00300,CUST0125,Keyboard,5,248.6,2025-05-24,West,Pending,1243.0
ORD01199,CUST0027,Headphones,1,175.1,2025-03-19,East,Cancelled,175.1
ORD00864,CUST0117,Mouse,5,343.9,2025-03-08,East,Cancelled,1719.5
ORD01681,CUST0025,Headphones,5,185.33,2025-05-13,South,Completed,926.65
ORD00830,CUST0097,Keyboard,1,352.49,2025-01-10,East,Pending,352.49
ORD01731,CUST0068,Monitor,5,1253.08,2025-05-27,West,Pending,6265.4
ORD01138,CUST0020,Headphones,2,235.79,2025-04-29,South,Completed,471.58
ORD01562,CUST0170,Keyboard,4,1241.59,2025-04-06,North,Pending,4966.36
ORD01152,CUST0186,Charger,4,328.0,2025-02-24,East,Unknown,1312.0
ORD01343,CUST0209,Laptop,3,1038.69,2025-07-13,East,Completed,3116.07
ORD00529,CUST0262,Headphones,4,340.92,2025-05-28,North,Pending,1363.68
ORD01721,CUST0149,Monitor,4,904.65,2025-05-01,South,Pending,3618.6
ORD00439,CUST0128,Tablet,3,998.93,2025-06-14,South,Pending,2996.79
ORD01063,CUST0074,Charger,5,1105.78,2025-01-14,South,Cancelled,5528.9
ORD00117,CUST0187,Keyboard,1,1365.35,2025-03-25,West,Pending,1365.35
ORD01714,CUST0197,Monitor,5,928.28,2025-02-11,North,Unknown,4641.4
ORD01187,CUST0262,Headphones,5,620.61,2025-06-04,North,Cancelled,3103.05
ORD00005,CUST0236,Mouse,4,127.41,2025-03-17,North,Cancelled,509.64
ORD01992,CUST0110,Laptop,3,862.11,2025-04-21,East,Pending,2586.33
ORD00047,CUST0161,Charger,5,1476.51,2025-01-30,North,Pending,7382.55
ORD00299,CUST0154,Laptop,1,181.48,2025-08-06,South,Completed,181.48
ORD01917,CUST0221,Headphones,3,1492.44,2025-03-02,South,Unknown,4477.32
ORD00676,CUST0141,Headphones,1,1114.73,2025-06-04,North,Unknown,1114.73
ORD01518,CUST0290,Charger,5,783.26,2025-08-25,West,Completed,3916.3
ORD00420,CUST0272,Monitor,1,1018.35,2025-06-10,South,Pending,1018.35
ORD00341,CUST0040,Tablet,4,771.07,2025-01-15,East,Pending,3084.28
ORD01652,CUST0199,Webcam,4,1476.5,2025-06-04,West,Completed,5906.0
ORD00614,CUST0195,Webcam,4,921.14,2025-07-10,North,Pending,3684.56
ORD00518,CUST0103,Laptop,1,1058.4,2025-08-24,North,Cancelled,1058.4
ORD01322,CUST0299,Monitor,1,529.57,2025-05-16,South,Cancelled,529.57
ORD01045,CUST0294,Tablet,3,1043.65,2025-01-25,South,Completed,3130.95
ORD00195,CUST0228,Mouse,1,1451.67,2025-03-23,East,Unknown,1451.67
ORD01410,CUST0167,Monitor,1,920.97,2025-07-06,North,Completed,920.97
ORD01737,CUST0072,Headphones,4,374.29,2025-01-05,West,Cancelled,1497.16
ORD00572,CUST0055,Tablet,2,157.14,2025-05-27,East,Completed,314.28
ORD01666,CUST0085,Laptop,3,764.47,2025-08-09,South,Pending,2293.41
ORD00375,CUST0001,Charger,5,58.25,2025-06-04,East,Pending,291.25
ORD01382,CUST0240,Keyboard,1,664.12,2025-06-07,North,Pending,664.12
ORD00114,CUST0152,Headphones,1,1467.14,2025-06-18,East,Completed,1467.14
ORD01840,CUST0058,Tablet,4,1364.91,2025-05-29,South,Pending,5459.64
ORD00427,CUST0071,Charger,1,772.26,2025-06-08,East,Completed,772.26
ORD01184,CUST0144,Charger,1,879.64,2025-07-16,East,Pending,879.64
ORD01543,CUST0092,Keyboard,1,977.62,2025-05-07,North,Cancelled,977.62
ORD00424,CUST0188,Laptop,4,1316.05,2025-03-07,North,Completed,5264.2
ORD00621,CUST0262,Keyboard,4,830.02,2025-01-12,East,Pending,3320.08
ORD01546,CUST0042,Webcam,4,1130.2,2025-05-15,North,Pending,4520.8
ORD00110,CUST0290,Keyboard,2,270.85,2025-06-06,North,Unknown,541.7
ORD00834,CUST0127,Tablet,1,150.51,2025-03-26,East,Unknown,150.51
ORD01821,CUST0284,Charger,5,518.53,2025-05-04,South,Completed,2592.65
ORD01012,CUST0291,Monitor,2,309.4,2025-07-11,East,Pending,618.8
ORD01895,CUST0214,Laptop,1,668.56,2025-07-11,East,Pending,668.56
ORD01853,CUST0026,Webcam,3,1234.15,2025-07-20,West,Unknown,3702.45
ORD01193,CUST0011,Headphones,1,969.06,2025-08-08,North,Completed,969.06
ORD01280,CUST0179,Laptop,5,1134.17,2025-03-28,East,Pending,5670.85
ORD00312,CUST0112,Charger,1,1106.62,2025-06-17,East,Completed,1106.62
ORD00096,CUST0278,Tablet,4,90.76,2025-05-13,North,Completed,363.04
ORD00973,CUST0112,Tablet,4,1488.66,2025-05-22,East,Completed,5954.64
ORD01450,CUST0175,Headphones,1,846.28,2025-03-21,West,Completed,846.28
ORD00020,CUST0127,Monitor,1,513.75,2025-05-31,South,Pending,513.75
ORD00706,CUST0085,Tablet,2,1389.26,2025-01-11,North,Unknown,2778.52
ORD01065,CUST0118,Headphones,1,1288.3,2025-03-20,East,Cancelled,1288.3
ORD01813,CUST0141,Charger,1,385.65,2025-04-21,South,Completed,385.65
ORD00331,CUST0014,Headphones,2,781.45,2025-05-11,South,Completed,1562.9
ORD01298,CUST0151,Monitor,3,372.18,2025-07-16,South,Completed,1116.54
ORD01622,CUST0166,Tablet,5,441.09,2025-03-02,West,Pending,2205.45
ORD01635,CUST0161,Mouse,3,689.36,2025-02-20,North,Completed,2068.08
ORD01169,CUST0266,Webcam,3,263.91,2025-05-27,South,Pending,791.73
ORD01883,CUST0109,Mouse,2,1153.72,2025-03-07,East,Completed,2307.44
ORD00223,CUST0273,Webcam,5,537.89,2025-07-17,South,Unknown,2689.45
ORD00825,CUST0024,Laptop,3,761.77,2025-04-08,West,Unknown,2285.31
ORD01224,CUST0142,Headphones,2,71.24,2025-05-14,East,Pending,142.48
ORD01096,CUST0098,Charger,4,1030.19,2025-08-11,North,Pending,4120.76
ORD00729,CUST0035,Monitor,2,1472.06,2025-03-03,North,Unknown,2944.12
ORD00112,CUST0148,Keyboard,1,668.18,2025-03-30,East,Unknown,668.18
ORD00699,CUST0231,Laptop,1,515.53,2025-03-28,North,Completed,515.53
ORD00464,CUST0080,Laptop,2,1393.66,2025-06-02,East,Unknown,2787.32
ORD00359,CUST0044,Headphones,1,42.48,2025-01-17,South,Completed,42.48
ORD01154,CUST0110,Headphones,2,1247.52,2025-01-24,East,Cancelled,2495.04
ORD00314,CUST0220,Keyboard,5,217.46,2025-02-22,East,Completed,1087.3
ORD00288,CUST0103,Tablet,3,274.68,2025-04-12,East,Unknown,824.04
ORD01257,CUST0185,Charger,5,824.41,2025-01-19,South,Unknown,4122.05
ORD01986,CUST0179,Laptop,1,461.16,2025-05-03,South,Unknown,461.16
