order_id,customer_id,product,quantity,unit_price,order_date,region,status
ORD00141,CUST0285,Webcam,1,1146.28,2025-05-27, East ,completed
ORD00186,CUST0226,Charger,3,1460.85,05-08-2025,West,Cancelled
ORD01814,CUST0235,Headphones,2,625.97,14/08/2025,South,Cancelled
ORD01887,CUST0271,Keyboard,4 ,78.72,03-01-2025,East,PENDING
ORD01427,CUST0126,Tablet,,1444.09,01-02-2025,North,
ORD01629,CUST0137,Mouse,4,590.47,19/02/2025,SOUTH,Pending
ORD01641,CUST0203,Keyboard,5,1236.04,2025-07-28,West,Pending
ORD00242,CUST0289,Mouse,1,1244.87,08-20-2025,South,PENDING
ORD00545,CUST0043,Mouse,3,930.97,01-22-2025,West,Cancelled
ORD00675,CUST0014,Headphones,4,132.94,2025-05-10, East ,Cancelled
ORD01038,CUST0298,Laptop,,463.07,2025-06-17,north,Pending
ORD00448,CUST0062,Charger,2,691.0,2025-07-20,SOUTH,Cancelled
ORD00841,CUST0244,Headphones,5,904.51,24/01/2025, East ,Cancelled
ORD01509,CUST0215,Charger,5,298.12,02/08/2025,North,Pending
ORD00003,CUST0280,Charger,2,679.32,2025-03-13, East ,Pending
ORD01426,CUST0091,Tablet,5,965.66,07-25-2025, East ,Cancelled
ORD00376,CUST0255,Keyboard,3,1120.56,02/03/2025,East,Pending
ORD00373,CUST0081,Charger,,1441.39,16/06/2025,South,
ORD00956,CUST0007,Tablet,,773.84,2025-07-14, East ,completed
ORD00109,CUST0015,Laptop,3,1196.25,17/03/2025,East,completed
ORD00817,CUST0115,Laptop,1,1385.44,06-15-2025,SOUTH,Pending
ORD01829,CUST0278,Keyboard,,1138.42,2025-07-06, East ,completed
ORD01302,CUST0061,Mouse,4,637.32,02-07-2025,West,
ORD00893,CUST0046,Charger,4,356.91,12/04/2025,north,Completed
ORD00611,CUST0241,Webcam,2 ,1279.67,06/05/2025,South,Pending
ORD01788,CUST0180,Laptop,3,1281.72,22/07/2025,North,PENDING
ORD00072,CUST0251,Mouse,4,1441.57,12/06/2025,SOUTH,Pending
ORD00193,CUST0014,Keyboard,4,781.44,08-22-2025,North,Cancelled
ORD01274,CUST0188,Headphones,,373.87,17/08/2025,East,
ORD00035,CUST0271,Laptop,,1227.49,03-18-2025,North,Pending
ORD00387,CUST0135,Tablet,4,402.47,03/08/2025,north,Completed
ORD00038,CUST0002,Webcam,2,959.3,2025-03-09,SOUTH,completed
ORD01814,CUST0235,Headphones,2,625.97,14/08/2025,South,Cancelled
ORD00057,CUST0227,Charger,5,674.41,02-10-2025, East ,completed
ORD00896,CUST0244,Laptop,1,990.8,2025-05-17,North,Cancelled
ORD00755,CUST0035,Webcam,5,725.92,22/04/2025,SOUTH,
ORD00904,CUST0127,Keyboard,3,856.69,2025-04-25, East ,
ORD01795,CUST0071,Headphones,4,1498.93,13/03/2025, East ,completed
ORD01040,CUST0053,Keyboard,4 ,1426.09,04-20-2025, East ,Pending
ORD01935,CUST0237,Tablet,5,802.97,04-09-2025,South,PENDING
ORD01685,CUST0221,Laptop,,792.51,27/06/2025,SOUTH,PENDING
ORD01226,CUST0149,Keyboard,3,735.37,17/01/2025,North,completed
ORD01447,CUST0052,Monitor,5 ,735.97,2025-05-26,north,completed
ORD00416,CUST0028,Keyboard,2,1488.6,29/03/2025,north,completed
ORD00508,CUST0004,Mouse,5 ,20.72,2025-06-17,SOUTH,Cancelled
ORD01480,CUST0297,Mouse,2,1137.34,31/01/2025,SOUTH,PENDING
ORD00128,CUST0065,Monitor,1,1246.43,2025-05-22,north,Pending
ORD00505,CUST0221,Charger,3,1313.49,06-28-2025,West,Pending
ORD01977,CUST0296,Tablet,5,1076.08,2025-01-30,West,PENDING
ORD00631,CUST0045,Tablet,,1036.09,08-28-2025,East,completed
ORD01510,CUST0206,Mouse,,1112.09,2025-06-22,South,completed
ORD01588,CUST0050,Mouse,1,41.98,2025-08-24,East,Completed
ORD01822,CUST0218,Headphones,,1208.84,2025-05-31,SOUTH,completed
ORD01735,CUST0038,Webcam,3 ,182.15,20/08/2025,West,completed
ORD00661,CUST0077,Tablet,5,444.34,06-07-2025,West,Pending
ORD01907,CUST0227,Charger,,224.04,06/07/2025,South,
ORD00796,CUST0010,Keyboard,5,753.81,06-19-2025,West,Cancelled
ORD00218,CUST0299,Headphones,,1309.43,2025-06-11,north,completed
ORD00397,CUST0160,Headphones,4,1288.77,2025-06-25, East ,Pending
ORD00882,CUST0180,Headphones,3,1003.71,07-28-2025,north,
ORD00675,CUST0014,Headphones,4,132.94,2025-05-10, East ,Cancelled
ORD01442,CUST0035,Headphones,5 ,1442.87,08-05-2025,north,Completed
ORD00597,,Tablet,5,1097.59,02-06-2025,SOUTH,
ORD00977,CUST0225,Keyboard,4,1232.44,2025-08-04,South,Completed
ORD00805,CUST0200,Monitor,4,334.83,2025-01-28,South,Cancelled
ORD00480,CUST0130,Monitor,1,280.22,07-24-2025, East ,Completed
ORD00413,CUST0133,Keyboard,,1350.39,2025-06-17,South,Cancelled
ORD01049,CUST0161,Mouse,1,201.94,02-22-2025,South,Completed
ORD01811,CUST0189,Webcam,4,574.3,05-13-2025,East,completed
ORD00351,CUST0044,Mouse,5,208.94,29/07/2025,North,PENDING
ORD00745,CUST0143,Monitor,1,134.55,06/08/2025,SOUTH,
ORD00562,CUST0058,Monitor,,656.9,2025-01-04, East ,Cancelled
ORD01951,CUST0009,Headphones,2,1048.72,2025-06-14,East,Completed
ORD01817,CUST0249,Charger,2,1479.87,05-22-2025,SOUTH,Pending
ORD01826,CUST0281,Tablet,,212.22,2025-07-08,South,Cancelled
ORD00340,CUST0138,Mouse,1,509.17,20/04/2025,north,Completed
ORD01158,CUST0209,Headphones,5,1086.21,2025-04-26,SOUTH,completed
ORD00260,CUST0171,Headphones,1,325.59,02-18-2025,North,
ORD01956,CUST0262,Webcam,,1340.82,03-13-2025,SOUTH,Cancelled
ORD00870,CUST0044,Headphones,3,1075.65,17/04/2025,SOUTH,
ORD01875,CUST0110,Charger,3 ,918.52,2025-03-30,North,Completed
ORD00789,CUST0276,Webcam,1,696.75,10/08/2025,north,PENDING
ORD00507,,Mouse,3,901.46,20/05/2025,East,Pending
ORD01279,CUST0023,Monitor,2 ,575.2,18/06/2025,north,Completed
ORD01418,CUST0215,Headphones,3,1158.04,2025-06-11,SOUTH,
ORD00059,CUST0277,Mouse,2,234.74,04-09-2025,South,
ORD00326,CUST0062,Charger,,206.94,2025-01-19,West,Completed
ORD01535,CUST0121,Webcam,5,542.04,2025-06-27,East,
ORD01584,CUST0241,Mouse,5,981.83,03-18-2025,West,Completed
ORD00741,CUST0155,Mouse,1,612.8,2025-05-08,West,Cancelled
ORD00682,CUST0222,Headphones,3,412.79,2025-07-25,East,
ORD01807,CUST0216,Headphones,,911.83,2025-01-01,West,PENDING
ORD00859,CUST0148,Monitor,4,522.33,03-01-2025,South,PENDING
ORD01310,CUST0261,Charger,3,490.97,2025-03-23,South,Completed
ORD00279,CUST0231,Tablet,2,540.16,29/08/2025,West,Pending
ORD00670,CUST0020,Tablet,,559.18,29/05/2025,SOUTH,Completed
ORD00929,CUST0006,Tablet,4,701.67,04-20-2025,north,Completed
ORD01344,CUST0121,Webcam,4 ,1066.21,05-12-2025, East ,
ORD00008,CUST0088,Monitor,2,698.77,03-11-2025,SOUTH,PENDING
ORD01820,CUST0295,Keyboard,,750.58,2025-05-16,South,Completed
ORD00201,CUST0083,Webcam,,345.95,08-29-2025,East,Completed
ORD01421,CUST0298,Charger,4,621.34,2025-06-12,north,Pending
ORD01026,CUST0064,Keyboard,5,953.99,2025-05-06, East ,
ORD01319,CUST0019,Laptop,2,213.94,2025-04-07,SOUTH,Pending
ORD00143,CUST0159,Webcam,3 ,19.1,2025-08-11,north,
ORD01596,CUST0101,Webcam,3,1070.0,2025-07-21,East,PENDING
ORD00021,CUST0031,Monitor,1,1359.08,09/08/2025,North,PENDING
ORD01239,CUST0080,Headphones,,473.23,2025-08-28, East ,completed
ORD00207,CUST0164,Webcam,4,204.84,04-05-2025,north,Completed
ORD01514,CUST0250,Headphones,2,789.03,01-23-2025,north,PENDING
ORD00900,CUST0031,Webcam,2,50.49,15/01/2025,West,Completed
ORD01375,CUST0116,Monitor,3 ,1326.52,15/02/2025,East,
ORD00451,CUST0054,Charger,,904.81,14/08/2025,north,completed
ORD01124,CUST0071,Mouse,,1058.9,04-07-2025,North,
ORD00849,CUST0003,Charger,1,29.82,17/06/2025,West,
ORD01451,CUST0250,Laptop,3,1341.12,11/05/2025,West,Pending
ORD01699,CUST0168,Headphones,4,772.05,04-09-2025,north,
ORD00362,CUST0018,Monitor,,449.71,04-16-2025,West,Completed
ORD01150,CUST0163,Webcam,5 ,734.58,06-29-2025,West,Completed
ORD00688,CUST0166,Headphones,2 ,1173.29,2025-03-12,West,completed
ORD01222,CUST0296,Charger,3,317.4,2025-01-23,West,
ORD00456,CUST0274,Headphones,4,1214.37,2025-05-14,North,completed
ORD01424,CUST0083,Tablet,3,1087.36,2025-03-03,West,
ORD01968,CUST0091,Keyboard,3,725.32,24/03/2025,SOUTH,Cancelled
ORD01667,CUST0082,Keyboard,2,1238.78,2025-04-12, East ,completed
ORD00702,CUST0089,Laptop,3 ,1232.9,25/01/2025,north,Pending
ORD01470,CUST0286,Mouse,5,245.75,2025-05-12,north,completed
ORD01168,CUST0213,Monitor,1,1351.28,2025-04-17,North,Completed
ORD00588,CUST0077,Webcam,5,1049.68,2025-02-09,SOUTH,
ORD01297,CUST0271,Laptop,5,713.77,05-15-2025,West,Cancelled
ORD01123,CUST0072,Headphones,4,224.77,08-07-2025,West,Pending
ORD01406,CUST0041,Charger,1,1192.53,27/05/2025,East,PENDING
ORD01852,CUST0194,Mouse,2,625.33,24/07/2025,north,Pending
ORD00442,CUST0236,Tablet,5,677.67,08/08/2025,West,Cancelled
ORD01792,CUST0004,Webcam,4 ,136.99,2025-08-04,north,PENDING
ORD01234,CUST0216,Mouse,2,926.66,2025-03-19,north,PENDING
ORD00557,CUST0191,Tablet,,1189.22,2025-03-26, East ,Pending
ORD01738,CUST0239,Webcam,2,700.32,2025-04-17,South,Pending
ORD01798,CUST0171,Webcam,1,282.1,02-24-2025, East ,Completed
ORD00052,CUST0087,Mouse,3,778.02,06-12-2025,East,Completed
ORD00037,CUST0259,Tablet,3,1358.95,2025-08-05,North,
ORD00946,CUST0251,Monitor,,131.3,05-01-2025,north,Completed
ORD01890,CUST0085,Charger,5,1062.18,06-09-2025,West,PENDING
ORD01179,CUST0006,Keyboard,,855.27,2025-06-05,North,Cancelled
ORD01877,CUST0072,Charger,2 ,264.2,2025-07-05,South,PENDING
ORD01930,CUST0065,Laptop,3,1199.59,06-04-2025,SOUTH,Pending
ORD01689,CUST0095,Charger,1,843.9,2025-03-01,South,Cancelled
ORD01969,CUST0070,Charger,2,1295.48,09/01/2025,South,PENDING
ORD00846,CUST0258,Laptop,1 ,1113.37,2025-04-29, East ,Pending
ORD00607,CUST0075,Keyboard,3,111.04,05-17-2025,North,Pending
ORD01349,CUST0191,Headphones,4,699.69,28/08/2025,SOUTH,
ORD01191,CUST0039,Charger,,1136.74,23/03/2025,South,Pending
ORD01913,CUST0041,Tablet,1,315.33,2025-08-19,SOUTH,Completed
ORD01741,CUST0260,Keyboard,1 ,1488.23,02-07-2025,SOUTH,PENDING
ORD00638,CUST0029,Headphones,5,1090.2,03-22-2025,north,Completed
ORD01579,CUST0090,Charger,3 ,1324.09,04-05-2025,North,completed
ORD01261,CUST0129,Charger,,543.28,2025-08-12,East,Completed
ORD01270,CUST0122,Monitor,1,887.04,28/02/2025,SOUTH,PENDING
ORD00147,CUST0146,Tablet,5,1004.03,2025-01-12,West,PENDING
ORD00411,CUST0293,Monitor,3,1092.56,02-26-2025,north,
ORD00919,CUST0268,Headphones,2,1273.02,01-06-2025,SOUTH,PENDING
ORD01318,CUST0038,Webcam,1,655.73,08-27-2025, East ,PENDING
ORD00667,CUST0074,Tablet,,660.74,2025-02-04,South,
ORD01202,CUST0144,Webcam,,729.23,24/01/2025, East ,Cancelled
ORD00301,CUST0096,Charger,4 ,53.5,2025-06-07,West,PENDING
ORD00376,CUST0255,Keyboard,3,1120.56,02/03/2025,East,Pending
ORD00889,CUST0192,Headphones,3,734.03,2025-07-22,South,PENDING
ORD01908,CUST0254,Tablet,4,902.27,2025-04-11,North,
ORD00230,CUST0282,Keyboard,4,982.81,14/08/2025,West,
ORD01553,CUST0188,Keyboard,2 ,1440.98,2025-05-06, East ,completed
ORD01832,CUST0099,Keyboard,2,358.99,01-12-2025,South,Pending
ORD00695,CUST0047,Webcam,5,1281.48,2025-03-29, East ,completed
ORD01355,CUST0197,Webcam,5,1160.25,06-01-2025,East,
ORD01481,CUST0213,Monitor,2 ,1477.88,07-24-2025,East,completed
ORD00722,CUST0023,Laptop,4,1102.88,2025-05-10,West,PENDING
ORD00475,CUST0258,Mouse,3,1182.47,03-19-2025,North,Cancelled
ORD01676,CUST0276,Mouse,4,1036.0,08/06/2025,SOUTH,completed
ORD00738,CUST0148,Laptop,2,536.15,2025-04-27,north,Pending
ORD01166,CUST0233,Charger,1,301.38,2025-05-01,East,completed
ORD01242,CUST0280,Headphones,5,1025.17,08-08-2025,north,Completed
ORD01497,CUST0204,Webcam,1,862.41,04/05/2025,South,
ORD00587,CUST0117,Laptop,,1168.35,2025-04-08,East,PENDING
ORD00142,CUST0286,Laptop,5,1394.34,08-01-2025,East,Completed
ORD00378,CUST0001,Laptop,4,662.95,2025-04-18,West,completed
ORD00398,CUST0227,Webcam,3,1095.91,06-04-2025,North,Pending
ORD01912,CUST0068,Webcam,3,1075.23,2025-02-13,East,completed
ORD00238,CUST0134,Webcam,,362.09,2025-06-20,West,Cancelled
ORD01157,CUST0166,Webcam,1,234.25,2025-04-28,West,Cancelled
ORD00563,CUST0125,Laptop,1,875.8,26/06/2025,SOUTH,PENDING
ORD01991,CUST0070,Webcam,,1116.44,16/05/2025,South,Pending
ORD01911,CUST0012,Charger,5,1015.2,2025-03-09,South,Pending
ORD01524,CUST0165,Charger,3,1173.64,14/02/2025, East ,Completed
ORD01892,CUST0292,Monitor,2,502.23,27/01/2025,North,PENDING
ORD00839,CUST0084,Charger,4,434.55,07-12-2025,South,Completed
ORD01370,CUST0257,Keyboard,,407.29,14/02/2025,North,Cancelled
ORD00559,CUST0128,Charger,4,378.27,2025-01-09,West,
ORD01484,CUST0009,Headphones,,974.57,2025-03-24,South,Pending
ORD00263,CUST0164,Monitor,3 ,476.25,01-12-2025, East ,Pending
ORD01085,CUST0062,Keyboard,4 ,67.17,2025-02-19,West,Completed
ORD00368,CUST0184,Laptop,,1053.84,05-26-2025,South,PENDING
ORD00455,CUST0060,Webcam,5,725.75,05-27-2025,SOUTH,completed
ORD01197,CUST0192,Mouse,1,343.78,2025-07-31,South,Completed
ORD00285,CUST0223,Headphones,4,456.63,2025-07-20,East,Cancelled
ORD01897,CUST0288,Laptop,3 ,1243.74,18/08/2025,West,
ORD00180,CUST0260,Laptop,4 ,1311.26,01-12-2025,West,Cancelled
ORD01247,CUST0072,Tablet,,692.94,2025-01-03,East,PENDING
ORD00489,CUST0115,Headphones,2,702.4,2025-05-11,West,Cancelled
ORD01126,CUST0040,Laptop,5 ,1248.29,2025-04-17, East ,Pending
ORD00432,CUST0161,Charger,,182.69,2025-08-06,North,Pending
ORD00736,CUST0119,Webcam,4,872.27,06-17-2025, East ,Cancelled
ORD00309,CUST0213,Tablet,4,259.21,2025-05-25, East ,Pending
ORD00300,CUST0125,Keyboard,5,248.6,24/05/2025,West,Pending
ORD01199,CUST0027,Headphones,1,175.1,2025-03-19,East,Cancelled
ORD00864,CUST0117,Mouse,5,343.9,08/03/2025, East ,Cancelled
ORD01681,CUST0025,Headphones,5,185.33,13/05/2025,South,completed
ORD00830,CUST0097,Keyboard,1,352.49,10/01/2025,East,Pending
ORD01731,CUST0068,Monitor,5,1253.08,27/05/2025,West,Pending
ORD01138,CUST0020,Headphones,2,235.79,2025-04-29,SOUTH,Completed
ORD01562,CUST0170,Keyboard,4,1241.59,06/04/2025,North,Pending
ORD01152,CUST0186,Charger,4,328.0,2025-02-24, East ,
ORD01343,CUST0209,Laptop,3,1038.69,07-13-2025, East ,completed
ORD00529,CUST0262,Headphones,4,340.92,2025-05-28,North,PENDING
ORD01721,CUST0149,Monitor,4,904.65,2025-05-01,SOUTH,PENDING
ORD00439,CUST0128,Tablet,3,998.93,14/06/2025,South,PENDING
ORD01063,CUST0074,Charger,5,1105.78,01-14-2025,SOUTH,Cancelled
ORD00117,CUST0187,Keyboard,1,1365.35,03-25-2025,West,Pending
ORD01714,CUST0197,Monitor,5,928.28,2025-02-11,north,
ORD01187,CUST0262,Headphones,5 ,620.61,06-04-2025,north,Cancelled
ORD00005,CUST0236,Mouse,4,127.41,03-17-2025,north,Cancelled
ORD01992,CUST0110,Laptop,3,862.11,21/04/2025,East,Pending
ORD00047,CUST0161,Charger,5,1476.51,30/01/2025,north,Pending
ORD00595,,Mouse,,91.26,2025-06-08, East ,Cancelled
ORD00299,CUST0154,Laptop,,181.48,06/08/2025,SOUTH,Completed
ORD01917,CUST0221,Headphones,3 ,1492.44,02/03/2025,South,
ORD00676,CUST0141,Headphones,1,1114.73,2025-06-04,north,
ORD01518,CUST0290,Charger,5,783.26,08-25-2025,West,Completed
ORD00420,CUST0272,Monitor,1,1018.35,06-10-2025,South,Pending
ORD00341,CUST0040,Tablet,4,771.07,15/01/2025, East ,PENDING
ORD01652,CUST0199,Webcam,4,1476.5,2025-06-04,West,completed
ORD00614,CUST0195,Webcam,4,921.14,07-10-2025,north,PENDING
ORD00518,CUST0103,Laptop,,1058.4,2025-08-24,north,Cancelled
ORD01322,CUST0299,Monitor,,529.57,05-16-2025,South,Cancelled
ORD01045,CUST0294,Tablet,3,1043.65,01-25-2025,South,completed
ORD00195,CUST0228,Mouse,,1451.67,03-23-2025,East,
ORD01410,CUST0167,Monitor,1,920.97,07-06-2025,north,completed
ORD01737,CUST0072,Headphones,4,374.29,2025-01-05,West,Cancelled
ORD00572,CUST0055,Tablet,2,157.14,05-27-2025, East ,completed
ORD01666,CUST0085,Laptop,3,764.47,08-09-2025,South,PENDING
ORD00375,CUST0001,Charger,5,58.25,04/06/2025, East ,PENDING
ORD01382,CUST0240,Keyboard,1,664.12,07/06/2025,north,PENDING
ORD00114,CUST0152,Headphones,1,1467.14,18/06/2025,East,Completed
ORD01840,CUST0058,Tablet,4,1364.91,05-29-2025,SOUTH,Pending
ORD00427,CUST0071,Charger,1,772.26,2025-06-08,East,Completed
ORD01184,CUST0144,Charger,1,879.64,07-16-2025,East,Pending
ORD01543,CUST0092,Keyboard,1,977.62,05-07-2025,North,Cancelled
ORD00424,CUST0188,Laptop,4 ,1316.05,03-07-2025,north,Completed
ORD00621,CUST0262,Keyboard,4,830.02,2025-01-12,East,PENDING
ORD01546,CUST0042,Webcam,4,1130.2,15/05/2025,North,PENDING
ORD00110,CUST0290,Keyboard,2,270.85,06/06/2025,north,
ORD00834,CUST0127,Tablet,,150.51,2025-03-26,East,
ORD01821,CUST0284,Charger,5,518.53,2025-05-04,South,Completed
ORD01012,CUST0291,Monitor,2,309.4,2025-07-11, East ,Pending
ORD01895,CUST0214,Laptop,,668.56,2025-07-11,East,PENDING
ORD01853,CUST0026,Webcam,3,1234.15,07-20-2025,West,
ORD01193,CUST0011,Headphones,1,969.06,08-08-2025,North,completed
ORD01280,CUST0179,Laptop,5 ,1134.17,28/03/2025, East ,PENDING
ORD00312,CUST0112,Charger,1,1106.62,2025-06-17,East,Completed
ORD00096,CUST0278,Tablet,4,90.76,13/05/2025,north,completed
ORD00973,CUST0112,Tablet,4,1488.66,2025-05-22,East,Completed
ORD01450,CUST0175,Headphones,,846.28,03-21-2025,West,Completed
ORD00020,CUST0127,Monitor,1 ,513.75,05-31-2025,South,PENDING
ORD00706,CUST0085,Tablet,2,1389.26,2025-01-11,North,
ORD01065,CUST0118,Headphones,,1288.3,20/03/2025, East ,Cancelled
ORD01813,CUST0141,Charger,1,385.65,21/04/2025,South,Completed
ORD00331,CUST0014,Headphones,2 ,781.45,2025-05-11,SOUTH,completed
ORD01298,CUST0151,Monitor,3,372.18,16/07/2025,South,completed
ORD01622,CUST0166,Tablet,5 ,441.09,03-02-2025,West,Pending
ORD01635,CUST0161,Mouse,3,689.36,02-20-2025,north,completed
ORD01169,CUST0266,Webcam,3,263.91,27/05/2025,South,PENDING
ORD01883,CUST0109,Mouse,2,1153.72,07/03/2025,East,Completed
ORD00223,CUST0273,Webcam,5,537.89,07-17-2025,SOUTH,
ORD00825,CUST0024,Laptop,3,761.77,08/04/2025,West,
ORD01224,CUST0142,Headphones,2,71.24,05-14-2025,East,PENDING
ORD01096,CUST0098,Charger,4,1030.19,08-11-2025,North,Pending
ORD00729,CUST0035,Monitor,2,1472.06,03-03-2025,North,
ORD00112,CUST0148,Keyboard,1,668.18,03-30-2025,East,
ORD00699,CUST0231,Laptop,1,515.53,03-28-2025,North,completed
ORD00464,CUST0080,Laptop,2,1393.66,2025-06-02, East ,
ORD00359,CUST0044,Headphones,1 ,42.48,2025-01-17,SOUTH,completed
ORD01154,CUST0110,Headphones,2,1247.52,24/01/2025,East,Cancelled
ORD00314,CUST0220,Keyboard,5,217.46,2025-02-22, East ,Completed
ORD00288,CUST0103,Tablet,3,274.68,12/04/2025,East,
ORD01257,CUST0185,Charger,5,824.41,19/01/2025,South,
ORD01986,CUST0179,Laptop,1 ,461.16,03/05/2025,SOUTH,
ORD01034,CUST0111,Tablet,3,1059.17,2025-04-07, East ,Cancelled
ORD00752,CUST0252,Laptop,3 ,1253.53,19/03/2025,north,
ORD00342,CUST0053,Mouse,2,1113.76,2025-01-01, East ,Completed
ORD00472,CUST0079,Laptop,4,1078.13,2025-01-10,North,Completed
ORD00769,CUST0276,Laptop,,157.04,02-24-2025, East ,
ORD00650,CUST0201,Keyboard,,898.22,06-01-2025, East ,
ORD01649,CUST0105,Keyboard,1,72.07,2025-07-25,SOUTH,Pending
ORD01387,CUST0158,Mouse,2,361.91,22/02/2025,North,
ORD00354,CUST0161,Charger,1,808.53,2025-07-17,West,Cancelled
ORD00502,CUST0036,Monitor,4,584.34,2025-01-28,South,PENDING
ORD01923,CUST0279,Charger,4,1024.31,31/01/2025,West,
ORD00838,CUST0281,Charger,1,604.3,2025-02-15, East ,completed
ORD00018,CUST0273,Keyboard,2,993.03,2025-05-21,East,PENDING
ORD01970,CUST0233,Charger,,835.16,2025-07-06,West,Completed
ORD01758,CUST0043,Mouse,1,132.64,2025-07-08,South,PENDING
ORD00393,CUST0007,Charger,1,627.52,02-07-2025,north,PENDING
ORD00526,CUST0256,Monitor,2,1105.79,12/08/2025,South,Pending
ORD00352,CUST0067,Monitor,3,398.88,22/03/2025,SOUTH,
ORD01017,CUST0162,Monitor,3,1000.97,04-07-2025,North,Cancelled
ORD00831,CUST0254,Laptop,4,541.21,07-01-2025,West,completed
ORD01241,CUST0259,Tablet,4,92.92,01/02/2025,West,completed
ORD00807,CUST0143,Keyboard,3,718.08,05/04/2025,North,
ORD01871,CUST0259,Tablet,3,1487.22,25/01/2025,north,completed
ORD00055,CUST0055,Charger,2,272.07,06-28-2025,West,Completed
ORD00264,CUST0284,Charger,3,237.09,2025-03-26,West,PENDING
ORD00102,CUST0297,Tablet,2,675.36,04/05/2025,East,PENDING
ORD00276,CUST0204,Mouse,3,252.05,03-03-2025, East ,completed
ORD00287,CUST0169,Tablet,3,651.62,07-30-2025,north,Pending
ORD01117,CUST0040,Laptop,2,1168.9,07/02/2025,South,completed
ORD00250,CUST0118,Monitor,4,525.78,2025-03-12,SOUTH,Completed
ORD01073,,Laptop,4,1339.82,06/08/2025,North,Cancelled
ORD01761,CUST0021,Laptop,2,1186.42,18/08/2025, East ,completed
ORD00579,CUST0181,Webcam,5,1487.28,25/03/2025,West,
ORD01975,CUST0277,Monitor,3,838.36,20/03/2025,West,Completed
ORD00705,CUST0024,Keyboard,3,104.2,2025-03-12, East ,completed
ORD00345,CUST0027,Keyboard,2,1208.46,12/01/2025,North,completed
ORD01655,CUST0217,Webcam,1,427.17,2025-06-17,East,Completed
